match_id,season,city,venue,date,team1,team2,toss_winner,toss_decision,winner
657,2009,Cape Town,Newlands,2009-04-22,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers
658,2009,Durban,Kingsmead,2009-04-23,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,bat,Delhi Daredevils
659,2009,Cape Town,Newlands,2009-04-23,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,
660,2009,Durban,Kingsmead,2009-04-24,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab
661,2009,Durban,Kingsmead,2009-04-25,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers
662,2009,Port Elizabeth,St George's Park,2009-04-26,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Delhi Daredevils
663,2009,Cape Town,Newlands,2009-04-26,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab
664,2009,Durban,Kingsmead,2009-04-27,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers
665,2009,Port Elizabeth,St George's Park,2009-04-27,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
666,2009,Centurion,SuperSport Park,2009-04-28,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals
667,2009,Durban,Kingsmead,2009-04-29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bangalore
668,2009,Durban,Kingsmead,2009-04-29,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kings XI Punjab
669,2009,Centurion,SuperSport Park,2009-04-30,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
670,2009,Centurion,SuperSport Park,2009-04-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings
671,2009,East London,Buffalo Park,2009-05-01,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
672,2009,Durban,Kingsmead,2009-05-01,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
673,2009,Port Elizabeth,St George's Park,2009-05-02,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals
674,2009,Johannesburg,New Wanderers Stadium,2009-05-02,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings
675,2009,Port Elizabeth,St George's Park,2009-05-03,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kings XI Punjab
676,2009,Johannesburg,New Wanderers Stadium,2009-05-03,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bangalore
677,2009,East London,Buffalo Park,2009-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings
678,2009,Durban,Kingsmead,2009-05-05,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals
679,2009,Durban,Kingsmead,2009-05-05,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils
680,2009,Centurion,SuperSport Park,2009-05-06,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers
681,2009,Centurion,SuperSport Park,2009-05-07,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
682,2009,Centurion,SuperSport Park,2009-05-07,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings
683,2009,East London,Buffalo Park,2009-05-08,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils
684,2009,Kimberley,De Beers Diamond Oval,2009-05-09,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
685,2009,Kimberley,De Beers Diamond Oval,2009-05-09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings
686,2009,Port Elizabeth,St George's Park,2009-05-10,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
687,2009,Johannesburg,New Wanderers Stadium,2009-05-10,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,Delhi Daredevils
688,2009,Kimberley,De Beers Diamond Oval,2009-05-11,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers
689,2009,Centurion,SuperSport Park,2009-05-12,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore
690,2009,Centurion,SuperSport Park,2009-05-12,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians
691,2009,Durban,Kingsmead,2009-05-13,Deccan Chargers,Delhi Daredevils,Deccan Chargers,field,Delhi Daredevils
692,2009,Durban,Kingsmead,2009-05-14,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bangalore
693,2009,Durban,Kingsmead,2009-05-14,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals
694,2009,Bloemfontein,OUTsurance Oval,2009-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
695,2009,Port Elizabeth,St George's Park,2009-05-16,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings
696,2009,Johannesburg,New Wanderers Stadium,2009-05-16,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Deccan Chargers
697,2009,Johannesburg,New Wanderers Stadium,2009-05-17,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab
698,2009,Bloemfontein,OUTsurance Oval,2009-05-17,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils
699,2009,Centurion,SuperSport Park,2009-05-18,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders
700,2009,Johannesburg,New Wanderers Stadium,2009-05-19,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,Royal Challengers Bangalore
701,2009,Durban,Kingsmead,2009-05-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders
702,2009,Durban,Kingsmead,2009-05-20,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings
703,2009,Centurion,SuperSport Park,2009-05-21,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Delhi Daredevils
704,2009,Centurion,SuperSport Park,2009-05-21,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
705,2009,Centurion,SuperSport Park,2009-05-22,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Deccan Chargers
706,2009,Johannesburg,New Wanderers Stadium,2009-05-23,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore
707,2009,Johannesburg,New Wanderers Stadium,2009-05-24,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Deccan Chargers
708,2010,Mumbai,Dr DY Patil Sports Academy,2010-03-12,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders
709,2010,Mumbai,Brabourne Stadium,2010-03-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians
710,2010,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2010-03-13,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
711,2010,Kolkata,Eden Gardens,2010-03-14,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders
712,2010,Chennai,"MA Chidambaram Stadium, Chepauk",2010-03-14,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers
713,2010,Ahmedabad,"Sardar Patel Stadium, Motera",2010-03-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
714,2010,Bangalore,M Chinnaswamy Stadium,2010-03-16,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,Royal Challengers Bangalore
715,2010,Kolkata,Eden Gardens,2010-03-16,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings
716,2010,Delhi,Feroz Shah Kotla,2010-03-17,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Mumbai Indians
717,2010,Bangalore,M Chinnaswamy Stadium,2010-03-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore
718,2010,Delhi,Feroz Shah Kotla,2010-03-19,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Chennai Super Kings
719,2010,Cuttack,Barabati Stadium,2010-03-19,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers
720,2010,Ahmedabad,"Sardar Patel Stadium, Motera",2010-03-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals
721,2010,Mumbai,Brabourne Stadium,2010-03-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore
722,2010,Cuttack,Barabati Stadium,2010-03-21,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Deccan Chargers
723,2010,Chennai,"MA Chidambaram Stadium, Chepauk",2010-03-21,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,
724,2010,Mumbai,Brabourne Stadium,2010-03-22,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Mumbai Indians
725,2010,Bangalore,M Chinnaswamy Stadium,2010-03-23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore
726,2010,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2010-03-24,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals
727,2010,Mumbai,"Brabourne Stadium, Mumbai",2010-03-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
728,2010,Ahmedabad,"Sardar Patel Stadium, Motera",2010-03-26,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals
729,2010,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2010-03-27,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders
730,2010,Bangalore,M Chinnaswamy Stadium,2010-03-25,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,Delhi Daredevils
731,2010,Ahmedabad,"Sardar Patel Stadium, Motera",2010-03-28,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals
732,2010,Mumbai,Dr DY Patil Sports Academy,2010-03-28,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians
733,2010,Delhi,Feroz Shah Kotla,2010-03-29,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Delhi Daredevils
734,2010,Mumbai,Brabourne Stadium,2010-03-30,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Mumbai Indians
735,2010,Chennai,"MA Chidambaram Stadium, Chepauk",2010-03-31,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings
736,2010,Delhi,Feroz Shah Kotla,2010-03-31,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils
737,2010,Kolkata,Eden Gardens,2010-04-01,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders
738,2010,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2010-04-02,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Royal Challengers Bangalore
739,2010,Chennai,"MA Chidambaram Stadium, Chepauk",2010-04-03,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings
740,2010,Mumbai,Brabourne Stadium,2010-04-03,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Mumbai Indians
741,2010,Kolkata,Eden Gardens,2010-04-04,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kings XI Punjab
742,2010,Delhi,Feroz Shah Kotla,2010-04-04,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,Delhi Daredevils
743,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-05,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals
744,2010,Chennai,"MA Chidambaram Stadium, Chepauk",2010-04-06,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings
745,2010,Jaipur,Sawai Mansingh Stadium,2010-04-07,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals
746,2010,Kolkata,Eden Gardens,2010-04-07,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders
747,2010,Bangalore,M Chinnaswamy Stadium,2010-04-08,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Deccan Chargers
748,2010,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2010-04-09,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Kings XI Punjab
749,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-10,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,Deccan Chargers
750,2010,Bangalore,M Chinnaswamy Stadium,2010-04-10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore
751,2010,Delhi,Feroz Shah Kotla,2010-04-11,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Kings XI Punjab
752,2010,Jaipur,Sawai Mansingh Stadium,2010-04-11,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians
753,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-12,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers
754,2010,Mumbai,Brabourne Stadium,2010-04-13,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians
755,2010,Chennai,"MA Chidambaram Stadium, Chepauk",2010-04-13,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings
756,2010,Jaipur,Sawai Mansingh Stadium,2010-04-14,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore
757,2010,Chennai,"MA Chidambaram Stadium, Chepauk",2010-04-15,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Delhi Daredevils
758,2010,Dharamsala,Himachal Pradesh Cricket Association Stadium,2010-04-16,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Deccan Chargers
759,2010,Bangalore,M Chinnaswamy Stadium,2010-04-17,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians
760,2010,Kolkata,Eden Gardens,2010-04-17,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders
761,2010,Dharamsala,Himachal Pradesh Cricket Association Stadium,2010-04-18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
762,2010,Delhi,Feroz Shah Kotla,2010-04-18,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers
763,2010,Kolkata,Eden Gardens,2010-04-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Kolkata Knight Riders
764,2010,Mumbai,Dr DY Patil Sports Academy,2010-04-21,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
765,2010,Mumbai,Dr DY Patil Sports Academy,2010-04-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings
766,2010,Mumbai,Dr DY Patil Sports Academy,2010-04-24,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Royal Challengers Bangalore
767,2010,Mumbai,Dr DY Patil Sports Academy,2010-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings
768,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings
769,2011,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011-04-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
770,2011,Kochi,Nehru Stadium,2011-04-09,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore
771,2011,Delhi,Feroz Shah Kotla,2011-04-10,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians
772,2011,Mumbai,Dr DY Patil Sports Academy,2011-04-10,Pune Warriors,Kings XI Punjab,Kings XI Punjab,bat,Pune Warriors
773,2011,Kolkata,Eden Gardens,2011-04-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders
774,2011,Jaipur,Sawai Mansingh Stadium,2011-04-12,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Rajasthan Royals
775,2011,Bangalore,M Chinnaswamy Stadium,2011-04-12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
776,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2011-04-13,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab
777,2011,Mumbai,Dr DY Patil Sports Academy,2011-04-13,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Pune Warriors
778,2011,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011-04-14,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers
779,2011,Jaipur,Sawai Mansingh Stadium,2011-04-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
780,2011,Mumbai,Wankhede Stadium,2011-04-15,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala
781,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings
782,2011,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011-04-16,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
783,2011,Mumbai,Dr DY Patil Sports Academy,2011-04-17,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
784,2011,Kolkata,Eden Gardens,2011-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders
785,2011,Kochi,Nehru Stadium,2011-04-18,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala
786,2011,Delhi,Feroz Shah Kotla,2011-04-19,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers
787,2011,Mumbai,Wankhede Stadium,2011-04-20,Mumbai Indians,Pune Warriors,Pune Warriors,bat,Mumbai Indians
788,2011,Kolkata,Eden Gardens,2011-04-20,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,Kochi Tuskers Kerala
789,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2011-04-21,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab
790,2011,Mumbai,Wankhede Stadium,2011-04-22,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians
791,2011,Kolkata,Eden Gardens,2011-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
792,2011,Delhi,Feroz Shah Kotla,2011-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Delhi Daredevils
793,2011,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011-04-24,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians
794,2011,Jaipur,Sawai Mansingh Stadium,2011-04-24,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,Rajasthan Royals
795,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-04-25,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings
796,2011,Delhi,Feroz Shah Kotla,2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
797,2011,Mumbai,Dr DY Patil Sports Academy,2011-04-27,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Chennai Super Kings
798,2011,Kochi,Nehru Stadium,2011-04-27,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,Deccan Chargers
799,2011,Delhi,Feroz Shah Kotla,2011-04-28,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,Kolkata Knight Riders
800,2011,Jaipur,Sawai Mansingh Stadium,2011-04-29,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals
801,2011,Bangalore,M Chinnaswamy Stadium,2011-04-29,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore
802,2011,Kochi,Nehru Stadium,2011-04-30,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,bat,Delhi Daredevils
803,2011,Kolkata,Eden Gardens,2011-04-30,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders
804,2011,Jaipur,Sawai Mansingh Stadium,2011-05-01,Rajasthan Royals,Pune Warriors,Rajasthan Royals,field,Rajasthan Royals
805,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings
806,2011,Mumbai,Wankhede Stadium,2011-05-02,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians
807,2011,Delhi,Feroz Shah Kotla,2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala
808,2011,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011-05-03,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders
809,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-05-04,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings
810,2011,Mumbai,Dr DY Patil Sports Academy,2011-05-04,Pune Warriors,Mumbai Indians,Pune Warriors,field,Mumbai Indians
811,2011,Kochi,Nehru Stadium,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Kochi Tuskers Kerala
812,2011,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
813,2011,Bangalore,M Chinnaswamy Stadium,2011-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore
814,2011,Kolkata,Eden Gardens,2011-05-07,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders
815,2011,Mumbai,Wankhede Stadium,2011-05-07,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians
816,2011,Bangalore,M Chinnaswamy Stadium,2011-05-08,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore
817,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2011-05-08,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Pune Warriors
818,2011,Jaipur,Sawai Mansingh Stadium,2011-05-09,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings
819,2011,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011-05-10,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Pune Warriors
820,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2011-05-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab
821,2011,Jaipur,Sawai Mansingh Stadium,2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
822,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings
823,2011,Indore,Holkar Cricket Stadium,2011-05-13,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
824,2011,Bangalore,M Chinnaswamy Stadium,2011-05-14,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore
825,2011,Mumbai,Wankhede Stadium,2011-05-14,Mumbai Indians,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers
826,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,2011-05-15,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab
827,2011,Indore,Holkar Cricket Stadium,2011-05-15,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala
828,2011,Mumbai,Dr DY Patil Sports Academy,2011-05-16,Pune Warriors,Deccan Chargers,Deccan Chargers,field,Deccan Chargers
829,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Kings XI Punjab
830,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Chennai Super Kings
831,2011,Mumbai,Dr DY Patil Sports Academy,2011-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
832,2011,Mumbai,Wankhede Stadium,2011-05-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals
833,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,2011-05-21,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Deccan Chargers
834,2011,Delhi,Feroz Shah Kotla,2011-05-21,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,
835,2011,Bangalore,M Chinnaswamy Stadium,2011-05-22,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore
836,2011,Kolkata,Eden Gardens,2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
837,2011,Mumbai,Wankhede Stadium,2011-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
838,2011,Mumbai,Wankhede Stadium,2011-05-25,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians
839,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-05-27,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore
840,2011,Chennai,"MA Chidambaram Stadium, Chepauk",2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings
841,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
842,2012,Kolkata,Eden Gardens,2012-04-05,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
