batsman,runs,balls,dismissals,strike_rate,average,matches_played,Death,Middle,Powerplay,boundary_pct,dot_ball_pct,dismissal_rate,avg_pp_balls_per_match,avg_middle_balls_per_match,avg_death_balls_per_match
DJ Mitchell,351,274,13,128.1021897810219,27.0,15,114.99999999999999,135.06493506493507,121.24999999999999,49.002849002849004,29.927007299270077,21.076923076923077,5.333333333333333,10.266666666666667,2.6666666666666665
DJ Muthuswami,1,3,1,33.33333333333333,1.0,1,33.33333333333333,,,0.0,66.66666666666666,3.0,0.0,0.0,3.0
DJ Thornely,39,54,3,72.22222222222221,13.0,4,,106.06060606060606,19.047619047619047,51.28205128205128,57.407407407407405,18.0,5.25,8.25,0.0
DJ Willey,53,64,3,82.8125,17.666666666666668,5,109.09090909090908,76.66666666666667,50.0,52.83018867924528,56.25,21.333333333333332,2.4,6.0,4.4
DJG Sammy,295,251,15,117.52988047808766,19.666666666666668,20,134.65346534653466,104.86111111111111,133.33333333333331,56.949152542372886,43.02788844621514,16.733333333333334,0.3,7.2,5.05
DJM Short,115,102,7,112.74509803921569,16.428571428571427,7,,166.66666666666669,79.36507936507937,64.34782608695652,47.05882352941176,14.571428571428571,9.0,5.571428571428571,0.0
DL Chahar,117,86,8,136.04651162790697,14.625,16,121.56862745098039,157.14285714285714,,58.119658119658126,38.372093023255815,10.75,0.0,2.1875,3.1875
DL Vettori,121,118,7,102.54237288135593,17.285714285714285,16,119.35483870967742,83.92857142857143,,46.28099173553719,38.983050847457626,16.857142857142858,0.0,3.5,3.875
DM Bravo,6,5,0,120.0,inf,1,120.0,,,66.66666666666666,40.0,inf,0.0,0.0,5.0
DNT Zoysa,11,9,1,122.22222222222223,11.0,2,125.0,100.0,,36.36363636363637,33.33333333333333,9.0,0.0,0.5,4.0
DP Conway,1080,794,25,136.02015113350126,43.2,28,145.45454545454547,148.01136363636365,123.13829787234043,62.22222222222222,36.272040302267,31.76,13.428571428571429,12.571428571428571,2.357142857142857
DP Nannes,4,13,1,30.76923076923077,4.0,2,22.22222222222222,50.0,,0.0,69.23076923076923,13.0,0.0,2.0,4.5
DP Vijaykumar,1,1,0,100.0,inf,1,100.0,,,0.0,0.0,inf,0.0,0.0,1.0
DPMD Jayawardene,1808,1522,64,118.7910643889619,28.25,78,152.03252032520325,109.00662251655629,117.27447216890594,57.52212389380531,40.67017082785808,23.78125,6.67948717948718,9.679487179487179,3.1538461538461537
DR Martyn,19,26,2,73.07692307692307,9.5,1,125.0,68.42105263157895,33.33333333333333,21.052631578947366,38.46153846153847,13.0,3.0,19.0,4.0
DR Sams,44,48,10,91.66666666666666,4.4,13,103.84615384615385,106.66666666666667,14.285714285714285,50.0,54.166666666666664,4.8,0.5384615384615384,1.1538461538461537,2.0
DR Shorey,13,20,2,65.0,6.5,2,,65.0,,46.15384615384615,60.0,10.0,0.0,10.0,0.0
DR Smith,2385,1803,81,132.27953410981698,29.444444444444443,88,147.36842105263156,146.35568513119534,120.93718843469591,70.52410901467505,46.1453133666112,22.25925925925926,11.397727272727273,7.795454545454546,1.2954545454545454
DS Kulkarni,104,113,9,92.03539823008849,11.555555555555555,20,96.11650485436894,50.0,,38.46153846153847,44.24778761061947,12.555555555555555,0.0,0.5,5.15
DS Lehmann,18,19,2,94.73684210526315,9.0,2,,87.5,133.33333333333331,66.66666666666666,52.63157894736842,9.5,1.5,8.0,0.0
DS Rathi,1,4,1,25.0,1.0,1,25.0,,,0.0,75.0,4.0,0.0,0.0,4.0
DT Christian,460,408,28,112.74509803921569,16.428571428571427,41,134.93449781659388,86.54970760233918,37.5,44.78260869565218,35.53921568627451,14.571428571428571,0.1951219512195122,4.170731707317073,5.585365853658536
DT Patil,13,13,1,100.0,13.0,2,400.0,75.0,,30.76923076923077,38.46153846153847,13.0,0.0,6.0,0.5
DW Steyn,167,163,22,102.45398773006136,7.590909090909091,33,105.84415584415585,44.44444444444444,,44.31137724550898,44.171779141104295,7.409090909090909,0.0,0.2727272727272727,4.666666666666667
Dhruv Jurel,680,456,22,149.12280701754386,30.90909090909091,35,171.5481171548117,121.078431372549,176.9230769230769,63.52941176470588,32.45614035087719,20.727272727272727,0.37142857142857144,5.828571428571428,6.828571428571428
E Lewis,654,499,24,131.06212424849699,27.25,26,133.33333333333331,114.12429378531073,140.93959731543623,70.9480122324159,46.893787575150306,20.791666666666668,11.461538461538462,6.8076923076923075,0.9230769230769231
EJG Morgan,1406,1181,61,119.05165114309906,23.049180327868854,74,157.3170731707317,109.1743119266055,88.44221105527639,59.17496443812234,43.353090601185436,19.360655737704917,2.689189189189189,8.837837837837839,4.4324324324324325
ER Dwivedi,24,15,2,160.0,12.0,2,211.11111111111111,,83.33333333333334,83.33333333333334,46.666666666666664,7.5,3.0,0.0,4.5
F Behardien,14,13,2,107.6923076923077,7.0,3,116.66666666666667,0.0,,57.14285714285714,38.46153846153847,6.5,0.0,0.3333333333333333,4.0
F du Plessis,4773,3605,135,132.39944521497918,35.355555555555554,147,170.57057057057057,123.41244387427838,133.15820198482194,58.74711921223549,35.75589459084605,26.703703703703702,11.653061224489797,10.605442176870747,2.2653061224489797
FA Allen,14,19,2,73.68421052631578,7.0,3,84.61538461538461,50.0,,28.57142857142857,47.368421052631575,9.5,0.0,2.0,4.333333333333333
FH Edwards,4,5,1,80.0,4.0,2,80.0,,,0.0,60.0,5.0,0.0,0.0,2.5
FY Fazal,183,179,9,102.23463687150837,20.333333333333332,11,115.15151515151516,107.8125,92.6829268292683,51.36612021857923,41.340782122905026,19.88888888888889,7.454545454545454,5.818181818181818,3.0
Fazalhaq Farooqi,5,15,0,33.33333333333333,inf,3,33.33333333333333,,,0.0,66.66666666666666,inf,0.0,0.0,5.0
G Coetzee,31,33,6,93.93939393939394,5.166666666666667,7,95.83333333333334,88.88888888888889,,64.51612903225806,54.54545454545454,5.5,0.0,1.2857142857142858,3.4285714285714284
G Gambhir,4217,3524,135,119.66515323496027,31.237037037037037,151,139.89637305699483,120.49062049062049,117.06940874035989,55.0628408821437,38.50737797956867,26.103703703703705,12.880794701986755,9.178807947019868,1.2781456953642385
GB Hogg,22,22,2,100.0,11.0,4,100.0,,,18.181818181818183,22.727272727272727,11.0,0.0,0.0,5.5
GC Smith,739,691,30,106.9464544138929,24.633333333333333,29,160.97560975609758,120.08032128514057,93.26683291770573,58.18673883626523,46.30969609261939,23.033333333333335,13.827586206896552,8.586206896551724,1.4137931034482758
GC Viljoen,3,7,2,42.857142857142854,1.5,3,42.857142857142854,,,0.0,71.42857142857143,3.5,0.0,0.0,2.3333333333333335
GD McGrath,4,5,1,80.0,4.0,2,80.0,,,100.0,80.0,5.0,0.0,0.0,2.5
GD Phillips,65,55,7,118.18181818181819,9.285714285714286,8,195.65217391304347,80.0,0.0,73.84615384615385,58.18181818181818,7.857142857142857,0.875,3.125,2.875
GH Vihari,284,331,20,85.80060422960725,14.2,23,114.28571428571428,85.79881656804734,64.13043478260869,34.50704225352113,44.10876132930513,16.55,4.0,7.3478260869565215,3.0434782608695654
GHS Garton,2,4,1,50.0,2.0,2,50.0,,,0.0,50.0,4.0,0.0,0.0,2.0
GJ Bailey,663,552,29,120.1086956521739,22.862068965517242,36,172.10526315789474,88.74458874458875,100.0,52.79034690799397,37.5,19.03448275862069,3.638888888888889,6.416666666666667,5.277777777777778
GJ Maxwell,2820,1896,117,148.73417721518987,24.102564102564102,134,172.4431818181818,145.18760195758566,136.16352201257862,68.01418439716312,38.607594936708864,16.205128205128204,2.373134328358209,9.149253731343284,2.626865671641791
GR Napier,15,16,1,93.75,15.0,1,125.0,83.33333333333334,,26.666666666666668,43.75,16.0,0.0,12.0,4.0
Gulbadin Naib,19,15,1,126.66666666666666,19.0,1,150.0,80.0,,52.63157894736842,26.666666666666668,15.0,0.0,5.0,10.0
Gurkeerat Singh,511,436,27,117.20183486238531,18.925925925925927,32,149.4047619047619,98.2532751091703,89.74358974358975,55.96868884540117,38.99082568807339,16.14814814814815,1.21875,7.15625,5.25
H Das,2,5,1,40.0,2.0,1,40.0,,,0.0,60.0,5.0,0.0,0.0,5.0
H Klaasen,1480,907,36,163.1753031973539,41.111111111111114,45,189.3835616438356,151.81159420289856,141.26984126984127,62.56756756756757,26.79162072767365,25.194444444444443,1.4,12.266666666666667,6.488888888888889
HC Brook,190,159,9,119.49685534591194,21.11111111111111,11,133.33333333333331,128.88888888888889,110.34482758620689,61.05263157894737,44.0251572327044,17.666666666666668,7.909090909090909,4.090909090909091,2.4545454545454546
HE van der Dussen,22,25,2,88.0,11.0,3,120.0,66.66666666666666,,36.36363636363637,48.0,12.5,0.0,5.0,3.3333333333333335
HF Gurney,1,5,0,20.0,inf,1,20.0,,,0.0,80.0,inf,0.0,0.0,5.0
HH Gibbs,886,837,32,105.8542413381123,27.6875,36,156.52173913043478,103.67231638418079,102.2883295194508,58.465011286681715,48.98446833930705,26.15625,12.13888888888889,9.833333333333334,1.2777777777777777
HH Pandya,2758,1962,99,140.57084607543325,27.858585858585858,140,161.5819209039548,129.4972067039106,92.85714285714286,62.65409717186367,36.13659531090724,19.818181818181817,1.3,6.392857142857143,6.321428571428571
HM Amla,577,418,13,138.03827751196172,44.38461538461539,16,225.9259259259259,122.78481012658229,126.6990291262136,63.43154246100519,35.88516746411483,32.15384615384615,12.875,9.875,3.375
HR Shokeen,66,67,3,98.50746268656717,22.0,5,121.05263157894737,97.67441860465115,20.0,54.54545454545454,49.25373134328358,22.333333333333332,1.0,8.6,3.8
HV Patel,270,241,28,112.03319502074689,9.642857142857142,41,125.30864197530865,84.81012658227847,,57.03703703703704,44.398340248962654,8.607142857142858,0.0,1.9268292682926829,3.951219512195122
Harbhajan Singh,833,636,56,130.9748427672956,14.875,88,143.77880184331798,99.32432432432432,114.81481481481481,68.18727490996399,44.81132075471698,11.357142857142858,0.6136363636363636,1.6818181818181819,4.931818181818182
Harmeet Singh,18,12,2,150.0,9.0,4,150.0,,,66.66666666666666,41.66666666666667,6.0,0.0,0.0,3.0
Harpreet Brar,244,214,13,114.01869158878503,18.76923076923077,26,127.49999999999999,74.07407407407408,,55.73770491803278,43.45794392523364,16.46153846153846,0.0,2.076923076923077,6.153846153846154
Harpreet Singh,123,119,6,103.36134453781514,20.5,8,131.57894736842107,82.6923076923077,103.44827586206897,47.15447154471545,41.17647058823529,19.833333333333332,3.625,6.5,4.75
Harshit Rana,59,57,7,103.50877192982458,8.428571428571429,10,85.71428571428571,131.8181818181818,,64.40677966101694,57.89473684210527,8.142857142857142,0.0,2.2,3.5
I Malhotra,7,4,0,175.0,inf,1,175.0,,,57.14285714285714,0.0,inf,0.0,0.0,4.0
I Sharma,57,71,7,80.28169014084507,8.142857142857142,21,78.94736842105263,85.71428571428571,,49.122807017543856,54.929577464788736,10.142857142857142,0.0,0.6666666666666666,2.7142857142857144
I Udana,15,11,3,136.36363636363635,5.0,4,136.36363636363635,,,66.66666666666666,36.36363636363637,3.6666666666666665,0.0,0.0,2.75
IC Pandey,0,2,1,0.0,0.0,1,0.0,,,,100.0,2.0,0.0,0.0,2.0
IK Pathan,1150,985,53,116.75126903553299,21.69811320754717,82,142.5806451612903,87.58314855875831,133.33333333333331,50.43478260869565,37.86802030456853,18.58490566037736,0.8414634146341463,5.5,5.670731707317073
IR Jaggi,76,100,5,76.0,15.2,7,86.66666666666667,79.16666666666666,67.56756756756756,31.57894736842105,51.0,20.0,5.285714285714286,6.857142857142857,2.142857142857143
IS Sodhi,7,18,2,38.88888888888889,3.5,2,45.45454545454545,28.57142857142857,,0.0,61.111111111111114,9.0,0.0,3.5,5.5
Imran Tahir,33,37,4,89.1891891891892,8.25,8,93.54838709677419,66.66666666666666,,60.60606060606061,56.75675675675676,9.25,0.0,0.75,3.875
Iqbal Abdulla,88,86,1,102.32558139534885,88.0,13,114.75409836065573,72.0,,47.72727272727273,41.86046511627907,86.0,0.0,1.9230769230769231,4.6923076923076925
Ishan Kishan,2998,2237,101,134.01877514528385,29.683168316831683,112,180.6122448979592,129.40594059405942,129.67992240543163,65.24349566377585,39.606616003576214,22.14851485148515,9.205357142857142,9.017857142857142,1.75
J Arunkumar,23,24,3,95.83333333333334,7.666666666666667,3,,,95.83333333333334,86.95652173913044,66.66666666666666,8.0,8.0,0.0,0.0
J Botha,409,364,22,112.36263736263736,18.59090909090909,28,129.26829268292684,109.62566844919786,83.33333333333334,45.47677261613692,37.91208791208791,16.545454545454547,1.9285714285714286,6.678571428571429,4.392857142857143
J Fraser-McGurk,385,203,14,189.6551724137931,27.5,15,,167.30769230769232,197.35099337748346,87.27272727272727,45.812807881773395,14.5,10.066666666666666,3.466666666666667,0.0
J Overton,15,7,0,214.28571428571428,inf,2,214.28571428571428,,,66.66666666666666,28.57142857142857,inf,0.0,0.0,3.5
J Suchith,70,62,4,112.90322580645163,17.5,9,175.0,46.666666666666664,,60.0,48.38709677419355,15.5,0.0,3.3333333333333335,3.5555555555555554
J Syed Mohammad,29,27,2,107.40740740740742,14.5,5,125.0,81.81818181818183,,55.172413793103445,40.74074074074074,13.5,0.0,2.2,3.2
J Theron,10,13,2,76.92307692307693,5.0,4,76.92307692307693,,,40.0,46.15384615384615,6.5,0.0,0.0,3.25
J Yadav,40,38,2,105.26315789473684,20.0,4,106.89655172413792,100.0,,35.0,36.84210526315789,19.0,0.0,2.25,7.25
JA Morkel,975,712,40,136.93820224719101,24.375,67,149.88235294117646,117.21611721611723,128.57142857142858,58.87179487179487,35.39325842696629,17.8,0.208955223880597,4.074626865671642,6.343283582089552
JA Richardson,17,27,3,62.96296296296296,5.666666666666667,3,50.0,65.21739130434783,,47.05882352941176,62.96296296296296,9.0,0.0,7.666666666666667,1.3333333333333333
JC Archer,262,183,18,143.16939890710384,14.555555555555555,30,153.90070921985816,118.42105263157893,0.0,62.59541984732825,37.15846994535519,10.166666666666666,0.13333333333333333,1.2666666666666666,4.7
JC Buttler,4121,2856,106,144.29271708683473,38.87735849056604,119,186.44501278772378,140.36243822075784,134.93205435651478,66.53724824071827,38.58543417366947,26.943396226415093,10.512605042016807,10.201680672268907,3.2857142857142856
JD Ryder,604,466,29,129.6137339055794,20.82758620689655,29,160.71428571428572,114.42307692307692,131.73652694610777,64.56953642384106,42.91845493562232,16.06896551724138,11.517241379310345,3.586206896551724,0.9655172413793104
JD Unadkat,197,170,14,115.88235294117648,14.071428571428571,27,122.53521126760563,82.14285714285714,,53.80710659898477,41.17647058823529,12.142857142857142,0.0,1.037037037037037,5.2592592592592595
JDP Oram,106,110,8,96.36363636363636,13.25,11,121.56862745098039,74.57627118644068,,50.943396226415096,45.45454545454545,13.75,0.0,5.363636363636363,4.636363636363637
JDS Neesham,92,93,8,98.9247311827957,11.5,10,89.36170212765957,108.69565217391303,,39.130434782608695,43.01075268817204,11.625,0.0,4.6,4.7
JE Root,10,15,1,66.66666666666666,10.0,1,,,66.66666666666666,40.0,53.333333333333336,15.0,15.0,0.0,0.0
JE Taylor,3,4,0,75.0,inf,2,75.0,,,0.0,50.0,inf,0.0,0.0,2.0
JEC Franklin,327,309,11,105.8252427184466,29.727272727272727,16,138.57142857142856,105.5944055944056,82.29166666666666,47.09480122324159,40.1294498381877,28.09090909090909,6.0,8.9375,4.375
JG Bethell,67,39,2,171.7948717948718,33.5,2,,130.0,186.20689655172413,80.59701492537313,35.8974358974359,19.5,14.5,5.0,0.0
JH Kallis,2427,2291,89,105.93627237014405,27.269662921348313,95,170.56277056277057,96.23552123552123,101.171875,52.90482076637824,42.8633784373636,25.741573033707866,10.778947368421052,10.905263157894737,2.431578947368421
JJ Bumrah,68,81,8,83.9506172839506,8.5,27,82.89473684210526,100.0,,38.23529411764706,46.913580246913575,10.125,0.0,0.18518518518518517,2.814814814814815
JJ Roy,614,460,19,133.47826086956522,32.31578947368421,21,178.26086956521738,141.91176470588235,126.24584717607974,69.38110749185668,42.82608695652174,24.210526315789473,14.333333333333334,6.476190476190476,1.0952380952380953
JJ van der Wath,18,17,2,105.88235294117648,9.0,3,116.66666666666667,80.0,,55.55555555555556,47.05882352941176,8.5,0.0,1.6666666666666667,4.0
JL Denly,0,1,1,0.0,0.0,1,,,0.0,,100.0,1.0,1.0,0.0,0.0
JL Pattinson,15,13,1,115.38461538461537,15.0,2,115.38461538461537,,,53.333333333333336,30.76923076923077,13.0,0.0,0.0,6.5
JM Bairstow,1674,1181,50,141.7442845046571,33.48,52,131.57894736842107,137.31656184486374,145.90417310664606,67.86140979689367,40.55884843353091,23.62,12.442307692307692,9.173076923076923,1.0961538461538463
JM Kemp,26,25,2,104.0,13.0,2,44.44444444444444,153.84615384615387,66.66666666666666,38.46153846153847,44.0,12.5,1.5,6.5,4.5
JM Sharma,991,656,39,151.0670731707317,25.41025641025641,47,178.9029535864979,139.8989898989899,56.52173913043478,68.6175580221998,37.957317073170735,16.82051282051282,0.48936170212765956,8.425531914893616,5.042553191489362
JO Holder,259,217,21,119.35483870967742,12.333333333333334,27,126.08695652173914,119.67213114754098,66.66666666666666,61.77606177606177,45.16129032258064,10.333333333333334,0.6666666666666666,2.259259259259259,5.111111111111111
JP Behrendorff,6,9,0,66.66666666666666,inf,2,66.66666666666666,,,0.0,33.33333333333333,inf,0.0,0.0,4.5
JP Duminy,2029,1680,49,120.77380952380952,41.40816326530612,75,166.41509433962264,101.33333333333334,94.0,48.20108427796944,33.45238095238095,34.285714285714285,3.3333333333333335,12.0,7.066666666666666
JP Faulkner,527,406,28,129.80295566502463,18.821428571428573,45,149.31972789115648,80.43478260869566,70.0,53.510436432637576,35.714285714285715,14.5,0.4444444444444444,2.0444444444444443,6.533333333333333
JP Inglis,278,177,10,157.06214689265536,27.8,11,147.36842105263156,154.43037974683546,162.0253164556962,71.94244604316546,38.983050847457626,17.7,7.181818181818182,7.181818181818182,1.7272727272727273
JPR Scantlebury-Searles,8,6,1,133.33333333333331,8.0,2,133.33333333333331,,,75.0,50.0,6.0,0.0,0.0,3.0
JR Hazlewood,19,30,0,63.33333333333333,inf,7,89.47368421052632,18.181818181818183,,21.052631578947366,50.0,inf,0.0,1.5714285714285714,2.7142857142857144
JR Hopes,417,314,17,132.80254777070064,24.529411764705884,19,136.95652173913044,143.84615384615384,121.01449275362319,62.829736211031175,38.21656050955414,18.470588235294116,7.2631578947368425,6.842105263157895,2.4210526315789473
JR Philippe,78,80,4,97.5,19.5,5,50.0,123.80952380952381,89.47368421052632,53.84615384615385,47.5,20.0,11.4,4.2,0.4
Jaskaran Singh,8,11,2,72.72727272727273,4.0,4,77.77777777777779,50.0,,0.0,45.45454545454545,5.5,0.0,0.5,2.25
Joginder Sharma,36,30,4,120.0,9.0,5,128.57142857142858,0.0,,44.44444444444444,33.33333333333333,7.5,0.0,0.4,5.6
K Goel,218,239,14,91.21338912133892,15.571428571428571,16,96.7741935483871,66.66666666666666,96.3855421686747,55.96330275229357,54.39330543933054,17.071428571428573,10.375,2.625,1.9375
K Gowtham,247,159,18,155.34591194968556,13.722222222222221,27,169.0721649484536,133.92857142857142,133.33333333333331,65.58704453441295,38.9937106918239,8.833333333333334,0.2222222222222222,2.074074074074074,3.5925925925925926
K Kartikeya,12,18,3,66.66666666666666,4.0,4,71.42857142857143,50.0,,33.33333333333333,55.55555555555556,6.0,0.0,1.0,3.5
K Rabada,215,216,18,99.53703703703704,11.944444444444445,30,109.52380952380953,81.53846153846153,25.0,54.88372093023256,49.074074074074076,12.0,0.13333333333333333,2.1666666666666665,4.9
K Upadhyay,12,9,0,133.33333333333331,inf,2,133.33333333333331,,,50.0,33.33333333333333,inf,0.0,0.0,4.5
K Yadav,0,4,0,0.0,,1,0.0,,,,100.0,inf,0.0,0.0,4.0
KA Jamieson,65,60,3,108.33333333333333,21.666666666666668,9,139.4736842105263,54.54545454545454,,58.46153846153847,50.0,20.0,0.0,2.4444444444444446,4.222222222222222
KA Maharaj,1,2,1,50.0,1.0,1,50.0,,,0.0,50.0,2.0,0.0,0.0,2.0
KA Pollard,3437,2447,129,140.45770331017573,26.643410852713178,168,160.0,120.39180765805877,98.14814814814815,64.82397439627582,39.51777686963629,18.968992248062015,0.32142857142857145,6.684523809523809,7.559523809523809
KAJ Roach,10,9,1,111.11111111111111,10.0,1,71.42857142857143,250.0,,40.0,33.33333333333333,9.0,0.0,2.0,7.0
KB Arun Karthik,51,53,5,96.22641509433963,10.2,8,83.33333333333334,113.04347826086956,,43.13725490196079,45.28301886792453,10.6,0.0,2.875,3.75
KC Cariappa,24,21,3,114.28571428571428,8.0,5,92.3076923076923,150.0,,50.0,38.095238095238095,7.0,0.0,1.6,2.6
KC Sangakkara,1687,1424,69,118.4691011235955,24.44927536231884,68,153.03030303030303,116.86893203883496,111.53846153846155,55.838767042086545,38.764044943820224,20.63768115942029,6.882352941176471,12.117647058823529,1.9411764705882353
KD Karthik,4843,3687,189,131.35340385136968,25.624338624338623,233,165.42137271937446,119.79264844486333,95.89371980676329,58.43485442907289,36.04556550040684,19.50793650793651,1.7768240343347639,9.107296137339056,4.939914163090129
KH Pandya,1756,1376,80,127.61627906976744,21.95,114,149.2600422832981,117.0878459687124,106.94444444444444,57.061503416856496,39.026162790697676,17.2,0.631578947368421,7.2894736842105265,4.149122807017544
KJ Abbott,13,8,1,162.5,13.0,3,185.71428571428572,0.0,,46.15384615384615,37.5,8.0,0.0,0.3333333333333333,2.3333333333333335
KK Ahmed,2,9,5,22.22222222222222,0.4,6,22.22222222222222,,,0.0,77.77777777777779,1.8,0.0,0.0,1.5
KK Cooper,116,70,9,165.71428571428572,12.88888888888889,12,179.54545454545453,125.0,350.0,72.41379310344827,41.42857142857143,7.777777777777778,0.16666666666666666,2.0,3.6666666666666665
KK Nair,1694,1314,72,128.9193302891933,23.52777777777778,76,171.875,121.3855421686747,125.10204081632652,61.038961038961034,39.49771689497717,18.25,6.447368421052632,8.736842105263158,2.1052631578947367
KL Nagarkoti,22,34,4,64.70588235294117,5.5,7,76.19047619047619,46.15384615384615,,18.181818181818183,50.0,8.5,0.0,1.8571428571428572,3.0
KL Rahul,5235,3947,115,132.63237902204204,45.52173913043478,135,167.79999999999998,131.34328358208955,123.92776523702031,58.45272206303726,35.19128451988852,34.321739130434786,13.125925925925927,12.407407407407407,3.7037037037037037
KM Asif,0,2,1,0.0,0.0,1,,0.0,,,100.0,2.0,0.0,2.0,0.0
KM Jadhav,1208,1012,54,119.36758893280633,22.37037037037037,81,135.4916067146283,112.5,80.72289156626506,53.64238410596026,37.05533596837945,18.74074074074074,1.0246913580246915,6.320987654320987,5.148148148148148
KMA Paul,18,26,4,69.23076923076923,4.5,5,69.23076923076923,,,55.55555555555556,65.38461538461539,6.5,0.0,0.0,5.2
KMDN Kulasekara,5,3,0,166.66666666666669,inf,1,166.66666666666669,,,80.0,33.33333333333333,inf,0.0,0.0,3.0
KP Appanna,2,4,1,50.0,2.0,3,50.0,,,0.0,50.0,4.0,0.0,0.0,1.3333333333333333
KP Pietersen,1001,758,29,132.05804749340368,34.51724137931034,36,175.71428571428572,125.5813953488372,130.2325581395349,60.33966033966034,38.258575197889186,26.137931034482758,8.36111111111111,10.75,1.9444444444444444
KR Mayers,379,276,13,137.31884057971016,29.153846153846153,13,,164.40677966101697,129.95391705069125,74.93403693931398,51.08695652173913,21.23076923076923,16.692307692307693,4.538461538461538,0.0
KR Sen,0,3,0,0.0,,1,0.0,,,,100.0,inf,0.0,0.0,3.0
KS Bharat,199,168,7,118.45238095238095,28.428571428571427,8,152.38095238095238,118.6046511627907,106.55737704918033,48.24120603015075,36.904761904761905,24.0,7.625,10.75,2.625
KS Rathore,0,5,1,0.0,0.0,1,,,0.0,,100.0,5.0,5.0,0.0,0.0
KS Sharma,16,25,3,64.0,5.333333333333333,3,,60.0,66.66666666666666,25.0,48.0,8.333333333333334,5.0,3.3333333333333335,0.0
KS Williamson,2132,1734,59,122.95271049596307,36.13559322033898,76,160.2787456445993,124.63312368972746,97.97160243407707,53.09568480300187,35.870818915801614,29.389830508474578,6.4868421052631575,12.552631578947368,3.776315789473684
KT Maphaka,8,3,0,266.66666666666663,inf,1,266.66666666666663,,,100.0,33.33333333333333,inf,0.0,0.0,3.0
KV Sharma,352,307,25,114.65798045602607,14.08,40,129.16666666666669,91.50943396226415,77.77777777777779,51.70454545454546,40.71661237785016,12.28,0.225,2.65,4.8
KW Richardson,36,39,3,92.3076923076923,12.0,4,80.95238095238095,105.55555555555556,,38.88888888888889,43.58974358974359,13.0,0.0,4.5,5.25
Kamran Akmal,128,78,4,164.1025641025641,32.0,6,152.94117647058823,254.99999999999997,124.39024390243902,78.125,42.30769230769231,19.5,6.833333333333333,3.3333333333333335,2.8333333333333335
Kamran Khan,3,5,1,60.0,3.0,1,0.0,75.0,,0.0,60.0,5.0,0.0,4.0,1.0
Karanveer Singh,12,17,1,70.58823529411765,12.0,4,80.0,57.14285714285714,,33.33333333333333,52.94117647058824,17.0,0.0,1.75,2.5
Kartik Tyagi,13,16,4,81.25,3.25,6,81.25,,,30.76923076923077,43.75,4.0,0.0,0.0,2.6666666666666665
Kuldeep Yadav,201,240,13,83.75,15.461538461538462,37,89.16256157635468,54.054054054054056,,44.776119402985074,50.83333333333333,18.46153846153846,0.0,1.0,5.486486486486487
Kumar Kushagra,3,7,3,42.857142857142854,1.0,3,0.0,33.33333333333333,66.66666666666666,0.0,71.42857142857143,2.3333333333333335,1.0,1.0,0.3333333333333333
L Ablish,0,2,0,0.0,,1,0.0,,,,100.0,inf,0.0,0.0,2.0
L Balaji,36,50,7,72.0,5.142857142857143,13,76.08695652173914,25.0,,38.88888888888889,57.99999999999999,7.142857142857143,0.0,0.3076923076923077,3.5384615384615383
L Ngidi,0,2,0,0.0,,1,0.0,,,,100.0,inf,0.0,0.0,2.0
L Ronchi,34,37,3,91.8918918918919,11.333333333333334,5,,,91.8918918918919,88.23529411764706,70.27027027027027,12.333333333333334,7.4,0.0,0.0
L Wood,9,3,0,300.0,inf,1,300.0,,,66.66666666666666,0.0,inf,0.0,0.0,3.0
LA Carseldine,81,71,3,114.08450704225352,27.0,5,153.84615384615387,104.54545454545455,105.55555555555556,54.32098765432099,43.66197183098591,23.666666666666668,7.2,4.4,2.6
LA Pomersbach,302,251,11,120.3187250996016,27.454545454545453,16,131.37254901960785,110.08403361344538,128.39506172839506,58.94039735099338,43.42629482071713,22.818181818181817,5.0625,7.4375,3.1875
LB Williams,1,2,0,50.0,inf,1,50.0,,,0.0,50.0,inf,0.0,0.0,2.0
LE Plunkett,1,3,1,33.33333333333333,1.0,2,33.33333333333333,,,0.0,66.66666666666666,3.0,0.0,0.0,1.5
LH Ferguson,72,49,4,146.9387755102041,18.0,8,146.9387755102041,,,55.55555555555556,28.57142857142857,12.25,0.0,0.0,6.125
LJ Wright,106,63,4,168.25396825396825,26.5,5,221.0526315789474,87.5,88.88888888888889,77.35849056603774,34.92063492063492,15.75,1.8,3.2,7.6
LMP Simmons,1079,878,27,122.89293849658314,39.96296296296296,29,147.36842105263156,133.61111111111111,112.91666666666667,64.87488415199259,45.78587699316628,32.51851851851852,16.551724137931036,12.413793103448276,1.3103448275862069
LPC Silva,40,27,2,148.14814814814815,20.0,3,229.99999999999997,88.88888888888889,112.5,65.0,37.03703703703704,13.5,2.6666666666666665,3.0,3.3333333333333335
LR Shukla,405,358,29,113.12849162011173,13.96551724137931,33,128.0701754385965,101.0989010989011,40.0,56.2962962962963,42.45810055865922,12.344827586206897,0.15151515151515152,5.515151515151516,5.181818181818182
LRPL Taylor,1017,847,41,120.07083825265643,24.804878048780488,54,152.94117647058823,106.1776061776062,124.0,53.09734513274337,39.43329397874852,20.658536585365855,2.314814814814815,9.592592592592593,3.7777777777777777
